,E01018218,E01018219,E01018220,E01018221,E01018222,E01018223,E01018224,E01018225,E01018226,E01018227,E01018228,E01018231,E01018232,E01032611,E01018233,E01018234,E01018235,E01018236,E01018237,E01018238,E01018239,E01018240,E01018241,E01018242,E01018243,E01018244,E01018245,E01018246,E01018247,E01018248,E01018249,E01018250,E01018251,E01018252,E01018253,E01018254,E01018255,E01018256,E01018257,E01018258,E01018259,E01018260,E01018262,E01018263,E01018264,E01018265,E01018266,E01018267,E01018268,E01018269,E01018270,E01018271,E01018272,E01018273,E01018274,E01018275,E01018276,E01018277,E01017943,E01018278,E01017944,E01018279,E01017945,E01018280,E01017946,E01018281,E01017947,E01018282,E01017948,E01018283,E01017949,E01018284,E01017950,E01018285,E01017951,E01018286,E01017952,E01018287,E01017953,E01018288,E01017954,E01018289,E01017955,E01018290,E01017956,E01018291,E01017957,E01018292,E01017958,E01018293,E01017959,E01018294,E01017960,E01018295,E01033425,E01017961,E01018296,E01033426,E01017962,E01018297,E01033113,E01033427,E01017963,E01018298,E01033114,E01033428,E01017964,E01018299,E01033115,E01033429,E01017965,E01018300,E01033116,E01033430,E01017966,E01018301,E01033117,E01017967,E01018302,E01033118,E01017968,E01018303,E01033119,E01017969,E01018304,E01033120,E01017971,E01018305,E01033121,E01017972,E01018306,E01017973,E01018307,E01017974,E01017975,E01017976,E01017977,E01017978,E01017979,E01017980,E01017983,E01017984,E01017985,E01017986,E01017987,E01017988,E01017989,E01017990,E01017991,E01017992,E01017993,E01017994,E01017995,E01017996,E01017997,E01017998,E01017999,E01018000,E01018001,E01018002,E01018003,E01018005,E01018006,E01018007,E01018008,E01018009,E01018010,E01018011,E01018012,E01018013,E01018014,E01018015,E01018016,E01018017,E01018019,E01018020,E01018021,E01018022,E01018023,E01018024,E01018025,E01018026,E01018027,E01018029,E01018030,E01018032,E01018033,E01018034,E01018035,E01018036,E01018037,E01018038,E01018039,E01018040,E01018041,E01018042,E01018043,E01018044,E01018045,E01018046,E01018047,E01018049,E01018050,E01018051,E01018052,E01018053,E01018054,E01018055,E01018056,E01018057,E01032792,E01032794,E01032795,E01032797,E01032802,TOTAL
E01017986,8,10,6,16,10,22,26,28,0,12,4,20,48,4,10,18,12,16,18,10,6,10,4,6,10,14,2,0,6,34,16,26,24,38,10,6,16,30,16,18,16,18,28,12,0,6,36,14,10,14,8,6,14,16,16,10,2,12,42,4,30,2,44,12,20,4,18,6,32,12,48,14,54,4,48,10,38,10,30,10,34,10,50,6,46,12,60,6,78,10,18,10,18,10,8,20,8,8,16,12,2,8,18,6,4,6,18,16,14,10,30,8,6,6,28,16,6,16,10,10,20,6,6,10,14,22,30,10,24,20,18,46,10,24,24,22,28,28,42,30,50,98,94,82,32,64,62,32,28,24,24,30,16,10,22,58,42,28,42,38,20,34,24,48,46,60,56,20,6,22,4,8,6,4,0,0,2,2,6,4,8,14,6,10,2,10,12,4,0,12,10,8,4,0,4,6,4,6,2,2,6,4,2,2,2,12,12,8,4,20,6,22,18,44,44,4010
E01017987,2,0,0,6,6,4,4,4,0,6,2,4,20,4,12,16,8,2,0,10,4,6,4,2,12,6,0,4,0,14,2,8,4,12,4,4,4,14,6,6,2,2,4,4,8,6,20,8,4,2,6,6,6,12,12,8,2,8,12,6,10,4,22,4,2,6,14,4,22,6,10,2,4,2,14,20,2,20,10,6,8,0,6,6,10,0,4,14,8,12,18,20,12,10,6,10,6,2,8,18,6,8,24,4,4,6,16,8,4,2,14,2,4,4,36,8,8,28,14,8,8,4,8,16,4,8,24,4,20,12,2,12,2,24,12,12,6,12,8,4,2,2,10,2,40,14,26,14,16,6,24,20,16,12,22,20,8,8,26,8,20,20,8,20,8,12,6,12,4,0,4,8,8,2,0,2,8,2,2,0,14,6,4,10,0,10,6,4,0,4,2,6,4,2,6,12,4,2,2,2,0,0,2,2,2,6,12,4,0,8,12,12,22,4,12,1776
E01017988,4,0,2,4,6,2,2,0,0,0,0,2,0,0,6,0,6,2,4,0,0,4,0,2,2,0,0,2,4,4,2,4,2,0,0,0,4,0,0,2,0,2,2,2,2,0,10,2,0,2,2,2,0,4,4,4,0,2,0,0,8,2,10,0,14,0,8,2,2,0,0,4,2,0,0,2,6,6,2,0,0,4,0,0,2,4,2,6,4,0,4,0,2,2,0,4,0,0,2,6,0,2,4,0,0,2,4,6,0,4,12,2,2,0,12,2,0,4,4,0,0,0,2,2,0,6,2,0,6,14,0,4,0,8,4,4,2,2,0,2,6,4,2,0,10,28,12,8,8,6,10,6,6,4,24,6,22,10,14,6,8,8,4,2,6,4,2,8,0,2,6,10,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,2,4,4,8,0,4,0,628
E01017989,0,2,2,0,2,10,0,2,0,2,4,0,2,0,0,4,2,2,2,0,2,0,0,4,4,6,0,4,2,2,0,0,0,0,2,2,2,4,4,2,2,4,4,6,0,0,4,0,6,2,2,2,2,0,2,2,0,4,2,0,6,2,4,0,6,2,6,0,8,0,4,2,0,0,2,2,0,4,0,2,10,4,0,0,0,0,0,2,0,0,6,2,2,2,4,2,2,0,2,0,0,2,10,0,0,2,4,6,2,0,4,0,0,0,6,0,2,0,0,2,2,2,4,2,4,4,2,0,2,2,2,2,0,0,0,8,4,4,6,4,6,0,2,0,4,4,36,2,2,10,0,6,0,2,12,0,8,0,2,0,6,0,0,6,4,4,0,2,6,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,12,0,4,0,6,4,2,0,4,478
E01017990,2,10,0,12,4,16,10,10,4,2,0,10,4,0,6,4,22,16,4,2,4,0,0,8,18,2,0,0,8,4,0,2,8,14,6,4,2,2,6,0,8,8,4,6,6,2,6,4,4,4,0,0,0,10,14,2,2,0,26,6,22,4,32,0,26,10,34,2,36,4,12,4,18,10,12,8,14,6,12,2,16,4,8,2,0,2,8,4,2,6,18,4,28,0,2,12,0,0,12,18,6,0,12,14,8,4,14,2,4,2,26,6,2,2,24,4,6,22,8,0,18,8,6,18,8,12,16,6,8,24,4,28,16,44,18,22,18,24,24,14,4,4,6,4,10,16,34,18,16,10,12,24,10,0,50,22,24,24,20,10,6,18,22,4,8,10,14,0,12,4,10,10,6,2,0,2,4,2,2,2,4,4,4,4,2,8,6,2,4,8,2,4,4,2,4,4,0,8,0,2,0,0,4,2,4,2,10,10,4,4,18,6,12,14,6,1882
E01017991,6,4,0,6,10,12,6,8,0,0,4,18,18,0,6,8,16,6,10,6,14,12,0,8,4,12,2,4,6,12,0,2,8,6,4,4,0,6,6,18,10,22,10,4,4,8,16,8,6,2,0,6,6,6,12,8,0,6,44,2,14,0,30,2,14,0,14,10,22,6,22,4,16,2,14,12,16,4,8,2,10,2,16,2,8,4,12,0,4,16,20,12,10,6,12,10,6,4,12,14,8,4,4,0,0,2,22,14,8,8,18,0,12,8,20,10,2,22,2,8,16,2,2,14,6,12,22,4,2,10,12,22,10,12,18,16,24,12,4,8,34,8,14,2,24,34,92,26,54,20,6,26,14,6,28,32,22,40,56,12,16,14,22,22,16,30,24,12,10,6,10,8,6,2,6,2,6,0,6,2,0,12,6,8,4,10,10,4,6,2,4,0,0,2,0,2,6,0,0,0,0,0,2,0,4,0,6,4,6,12,6,6,20,30,26,2212
E01017992,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,4,2,4,4,0,0,0,0,2,0,0,0,0,2,0,4,0,0,2,0,0,0,2,0,0,0,8,2,4,0,0,6,2,2,2,2,0,0,8,2,0,0,4,4,0,0,4,0,0,0,6,0,0,10,2,0,6,0,0,10,0,0,6,0,0,2,2,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,8,0,2,22,2,14,12,6,6,0,8,0,2,2,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,2,2,0,0,0,280
E01017993,4,8,2,6,4,4,6,6,14,2,4,8,14,8,2,6,2,0,12,6,6,0,2,6,18,12,2,14,0,8,4,4,2,12,10,2,4,6,2,0,2,6,4,8,6,6,8,4,6,8,2,0,4,2,12,4,4,8,6,6,10,8,6,16,12,8,0,10,10,6,8,2,8,0,6,12,6,28,8,6,10,8,8,0,4,8,2,8,12,14,14,14,10,6,2,12,0,0,16,4,0,0,8,6,0,0,18,4,10,4,12,0,2,4,18,6,2,8,6,0,12,2,8,6,8,2,8,2,4,8,8,8,2,18,12,0,2,0,0,4,6,12,12,10,20,14,12,6,4,44,62,20,20,8,28,8,14,30,16,22,24,8,12,2,6,14,16,4,4,0,8,0,8,0,0,0,0,0,8,0,2,0,2,2,0,4,0,2,4,0,0,0,0,6,0,0,6,2,4,2,4,2,6,0,0,4,2,4,6,10,0,18,18,8,0,1482
E01017994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36
E01017995,102,86,70,52,54,62,62,60,24,46,40,92,94,38,66,70,62,36,58,44,72,52,54,140,282,134,26,24,44,96,46,38,54,62,68,86,58,98,32,58,52,44,30,124,102,114,96,68,68,42,34,28,60,44,70,60,34,32,114,54,74,118,92,102,64,110,106,114,92,102,60,34,60,74,52,228,54,324,62,80,70,66,68,52,50,70,60,128,36,136,294,232,218,120,64,192,96,34,222,104,68,52,264,40,82,44,152,58,70,46,198,38,68,22,302,50,80,132,98,48,186,54,104,196,56,68,58,44,98,74,66,78,70,64,66,56,72,76,66,52,126,48,62,48,100,78,118,86,66,316,794,250,264,168,188,148,132,140,170,250,168,140,88,68,74,70,68,82,52,82,90,44,38,22,22,44,18,12,32,8,22,24,44,104,22,44,24,28,38,40,10,28,20,26,22,24,26,22,10,34,46,38,28,36,36,26,52,22,20,72,72,102,162,76,68,18084
E01017996,4,0,4,2,6,4,8,2,0,4,0,6,6,2,2,2,2,4,4,0,4,2,0,2,8,6,0,4,2,8,2,6,2,2,2,6,4,14,4,0,6,6,4,2,2,8,0,4,0,0,0,0,0,2,4,4,2,4,12,2,8,2,12,2,8,2,4,2,4,0,8,0,10,2,0,10,2,4,0,4,0,2,16,4,8,2,6,6,4,4,22,4,6,16,4,8,0,14,8,8,4,2,10,0,2,4,10,4,0,0,16,0,4,2,32,4,2,10,8,0,26,12,4,20,2,4,2,10,2,4,0,10,4,6,10,2,10,12,6,2,16,10,2,0,18,8,16,6,4,24,8,18,6,34,18,20,14,16,10,8,10,6,12,10,4,8,12,6,6,2,4,0,0,0,0,0,0,0,2,2,0,6,2,4,4,2,6,2,0,4,2,0,0,0,0,2,4,6,0,4,0,2,4,4,0,2,2,2,0,8,6,2,6,20,2,1138
E01017997,2,2,2,12,6,4,0,0,0,0,0,6,2,4,4,6,8,4,2,2,0,2,0,20,4,6,0,0,0,4,10,2,6,6,0,0,0,0,6,2,4,4,2,4,8,2,6,0,2,0,0,2,0,2,6,0,0,0,2,0,12,0,10,2,4,2,12,4,20,2,0,2,0,0,0,6,4,6,4,0,2,2,4,2,0,2,2,2,0,2,4,2,2,6,4,0,0,2,12,4,2,2,12,2,2,2,4,0,0,0,2,0,6,2,10,4,4,10,0,0,6,0,2,10,2,0,10,0,4,6,6,6,2,8,8,4,6,4,4,0,6,4,2,0,2,2,6,2,2,0,4,6,4,2,40,18,22,8,10,10,4,2,2,2,0,0,2,8,6,2,2,0,0,2,0,0,0,6,0,0,0,2,0,6,0,0,2,0,0,0,0,2,8,0,0,0,0,8,2,2,4,4,4,2,0,0,2,0,2,4,2,2,4,0,4,728
E01017998,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,2,4,0,0,2,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,2,0,2,0,2,0,12,2,2,0,4,0,0,2,0,0,2,0,0,0,4,2,2,0,0,0,0,0,4,0,0,2,0,10,0,2,4,4,0,0,2,0,0,0,6,0,0,2,8,4,0,0,8,4,0,8,2,0,6,0,0,0,0,0,2,0,0,4,0,0,4,6,0,0,0,0,4,0,4,0,0,0,6,6,4,2,0,6,2,0,8,0,18,14,6,12,14,0,0,0,2,0,0,8,4,10,0,2,2,4,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,2,2,4,4,0,0,0,0,0,2,0,2,4,0,0,0,0,0,2,2,0,0,0,4,2,4,0,2,356
E01017999,2,10,2,2,2,4,0,0,2,2,2,0,2,0,0,0,0,4,4,2,2,0,0,2,0,2,2,2,0,2,0,0,2,2,0,4,2,0,2,4,2,0,0,4,8,0,6,0,4,0,0,2,2,4,0,2,0,2,4,0,12,0,2,6,12,2,10,4,10,4,0,0,10,2,4,12,4,6,0,0,2,0,2,2,2,0,0,2,8,0,6,14,6,0,0,6,2,0,14,4,4,2,18,2,2,2,4,8,2,4,8,6,0,0,10,4,2,24,2,2,2,0,0,14,2,4,6,0,2,6,0,8,2,6,2,8,8,4,4,10,2,0,2,10,2,0,12,2,0,14,4,14,8,0,20,12,30,6,12,2,8,2,8,4,2,4,4,6,2,6,2,0,0,0,0,4,2,2,0,0,0,0,0,2,0,2,4,0,2,0,2,2,4,4,0,2,0,0,0,0,0,2,4,2,2,6,2,0,2,0,6,2,0,8,4,744
E01018000,4,6,2,0,4,2,6,2,0,4,6,14,2,2,10,4,4,2,0,0,6,2,0,12,6,6,2,2,2,4,6,0,6,6,6,6,2,2,0,4,2,4,2,2,2,8,4,0,0,0,2,2,2,0,2,0,2,0,14,4,14,2,6,6,16,4,12,6,4,2,4,4,6,2,2,8,8,2,8,2,8,2,0,0,4,4,0,4,0,2,16,6,2,4,4,8,2,0,20,14,4,8,10,12,0,2,4,4,2,6,20,4,6,0,16,10,0,26,0,4,10,2,4,14,6,8,12,0,0,10,4,6,2,4,8,10,6,6,10,8,2,2,4,0,2,4,6,0,12,8,4,8,2,6,20,22,24,28,26,8,2,2,2,6,2,2,2,8,6,2,4,2,6,0,2,0,0,2,0,2,4,0,0,0,2,4,4,8,4,4,0,2,0,6,4,0,0,2,4,4,6,0,0,2,0,0,2,0,0,8,0,2,10,2,14,1030
E01018001,0,2,0,0,0,0,0,4,0,2,6,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,2,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,2,2,0,2,0,2,0,2,0,0,0,2,0,2,0,0,2,0,0,2,2,6,6,4,0,0,0,0,0,2,2,4,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,134
E01018002,10,8,0,8,2,10,18,28,4,26,8,18,18,0,16,2,6,8,12,6,8,12,14,8,6,6,2,6,6,6,8,2,6,14,14,28,4,12,4,2,4,10,2,6,2,10,14,12,16,8,2,4,8,14,4,38,0,6,10,2,0,28,8,32,2,18,4,24,4,14,4,6,0,4,2,2,4,10,2,6,12,4,2,16,12,24,6,22,4,14,6,38,4,26,6,6,2,0,6,8,4,2,8,2,10,2,4,10,0,2,12,16,10,0,24,6,4,4,20,4,14,10,8,10,14,6,10,8,10,4,6,10,4,4,10,0,6,0,2,0,0,0,8,0,4,2,4,6,4,8,12,6,6,10,8,10,10,10,8,82,82,4,6,4,2,6,6,16,4,0,8,0,6,2,4,2,0,4,4,0,4,0,4,6,0,4,2,4,10,0,4,2,2,2,0,0,10,0,2,4,2,0,2,2,4,0,0,12,6,12,10,10,6,0,4,1708
E01018003,0,0,0,0,0,0,2,0,0,2,2,0,4,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,2,2,0,0,2,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,112
E01018005,28,12,6,34,24,30,26,20,0,10,6,36,42,8,18,24,22,26,22,20,12,16,12,24,66,36,10,0,10,50,10,26,32,36,22,36,30,38,16,20,24,16,32,10,26,34,68,16,14,22,12,12,48,38,74,40,14,14,38,18,30,38,86,14,32,20,32,34,28,42,52,16,54,14,32,32,28,26,46,8,36,18,32,8,22,24,38,34,52,26,46,32,32,34,40,24,22,22,44,32,6,8,20,12,12,12,20,20,14,14,44,28,20,12,108,18,18,60,12,6,40,26,32,50,28,34,40,12,22,38,20,32,16,48,54,50,48,40,22,38,72,68,84,38,64,64,74,74,54,56,48,50,38,64,84,66,60,82,72,92,60,118,72,62,42,58,68,42,12,10,34,12,4,8,4,2,20,4,16,10,24,26,22,44,12,20,22,2,18,8,10,6,10,4,6,8,8,8,12,8,12,4,4,8,10,16,10,12,12,22,64,42,54,84,48,6564
E01018006,6,0,2,0,0,4,2,0,0,0,0,2,0,0,4,0,4,4,6,0,0,0,0,0,2,0,2,0,0,2,2,0,8,2,2,0,0,0,8,4,4,4,8,2,0,2,4,0,0,0,2,0,4,0,6,2,0,0,0,2,2,0,8,0,0,0,4,0,4,0,2,2,0,0,0,10,12,2,6,0,20,0,2,0,0,0,2,0,0,0,2,0,0,0,8,2,0,0,4,8,0,0,4,8,2,0,0,6,6,0,2,2,2,0,0,6,2,4,0,2,0,2,6,4,2,8,4,2,22,2,6,8,4,8,20,18,22,8,14,10,2,0,4,0,4,2,0,2,0,4,0,0,4,2,4,2,10,2,0,0,2,4,22,10,6,8,2,2,0,4,0,2,0,4,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,0,2,2,2,558
E01018007,0,0,0,8,6,4,0,2,0,2,0,2,2,2,0,4,0,2,0,0,0,0,0,0,0,2,2,0,4,10,6,4,6,2,0,6,2,0,4,4,10,6,2,0,0,2,12,6,0,0,0,0,4,0,0,0,0,6,4,6,0,0,0,4,2,2,10,0,0,0,16,2,6,4,6,4,14,0,4,0,0,0,10,0,6,0,2,0,0,2,2,0,2,0,0,0,2,0,6,4,0,6,0,0,2,0,4,10,2,0,0,0,2,0,6,6,0,0,0,2,0,0,0,0,8,8,4,0,2,12,2,2,6,18,14,4,10,4,0,4,2,4,0,2,2,2,8,4,2,4,2,2,0,0,6,4,2,4,12,8,4,0,14,10,16,8,8,4,2,2,6,2,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,0,4,0,2,0,2,2,0,0,0,0,2,0,4,0,0,2,8,4,8,6,6,0,2,2,0,0,4,608
E01018008,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,6,0,0,2,2,0,0,0,4,0,4,0,0,4,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,0,2,2,2,0,2,0,0,2,0,4,0,0,0,0,2,0,2,0,4,0,0,2,6,2,2,0,0,6,0,4,6,4,2,8,2,2,2,2,0,0,0,0,2,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,14,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,4,0,2,0,2,208
E01018009,6,2,4,20,8,8,10,8,4,0,6,16,10,6,6,14,12,16,18,6,0,2,8,6,14,8,0,6,6,12,4,8,6,8,2,6,10,4,8,10,6,10,10,2,6,8,30,8,4,2,0,2,10,18,24,4,0,6,24,0,8,0,18,4,16,6,14,6,18,6,28,2,36,8,20,12,28,4,26,0,28,6,22,2,10,4,8,16,6,4,18,6,8,8,4,6,4,4,14,26,6,6,8,6,6,6,8,14,8,2,8,8,2,4,14,8,10,12,6,2,4,6,18,4,14,20,30,4,20,14,4,24,14,26,22,26,24,18,28,18,14,10,6,2,14,18,24,14,14,12,6,10,12,2,24,8,22,12,14,8,6,10,28,30,18,42,28,10,0,2,4,4,6,0,2,4,0,2,6,6,0,2,2,12,4,6,4,0,6,6,10,6,4,2,2,0,2,2,2,2,4,4,4,4,6,4,4,4,4,6,14,4,10,12,20,2060
E01018010,0,0,2,0,2,4,2,0,2,0,0,0,0,0,10,4,4,4,0,0,2,0,2,2,4,4,0,0,2,0,6,2,2,0,4,2,4,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,8,4,2,2,0,2,4,2,2,0,0,2,2,0,4,2,10,0,2,2,2,2,2,0,4,0,2,0,6,2,4,0,2,4,6,0,2,0,0,0,0,0,0,2,4,0,2,0,2,2,6,2,4,0,4,0,2,2,0,2,0,2,2,4,2,0,4,0,0,2,0,2,6,0,2,2,2,6,2,10,2,2,2,2,4,8,8,2,2,0,0,0,0,0,4,2,0,4,2,4,0,0,12,4,4,12,4,6,2,2,8,6,4,12,24,2,2,4,0,2,4,0,0,0,2,0,2,0,4,0,0,2,0,2,2,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,2,0,4,0,0,444
E01018011,8,2,0,2,0,0,0,0,0,2,0,0,2,18,2,2,2,4,0,2,0,2,0,2,8,6,0,0,0,2,0,2,4,2,0,0,0,0,4,0,0,0,2,2,2,2,2,0,0,0,0,2,0,0,6,0,0,2,2,2,4,0,0,2,2,0,6,0,4,0,0,0,2,2,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,32,0,4,10,0,2,4,2,2,2,2,6,0,8,0,0,0,4,0,2,0,2,0,0,0,0,0,0,2,0,4,2,0,2,4,4,2,0,2,2,0,4,6,0,2,0,2,0,0,0,0,4,2,0,2,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,128,96,10,20,16,6,12,8,4,4,4,22,0,0,0,2,0,4,2,0,4,12,4,0,0,2,10,4,0,0,0,0,2,10,4,6,14,6,2,6,4,2,44,2,0,0,0,0,758
E01018012,2,2,4,0,0,2,2,2,0,0,0,0,2,12,0,0,0,2,2,0,0,2,0,6,2,6,0,2,0,4,0,0,2,2,0,0,0,2,2,0,2,2,2,2,4,2,4,4,2,2,0,0,4,10,2,0,2,0,2,0,4,0,10,2,0,0,0,0,14,2,2,2,0,0,4,4,2,0,0,4,0,0,2,2,2,0,4,0,0,0,2,0,2,0,2,0,18,0,0,32,0,4,2,2,2,0,6,6,0,18,0,2,4,0,2,10,4,0,0,2,0,0,4,0,6,0,8,0,2,2,0,0,4,4,0,6,0,0,2,6,4,0,4,0,2,4,4,0,6,8,2,0,0,0,2,4,0,6,4,0,2,4,2,2,2,0,0,74,94,16,16,20,10,4,6,0,2,6,22,4,2,0,6,6,2,0,6,14,0,2,0,8,0,2,2,0,4,8,0,2,8,0,6,2,2,4,2,2,0,30,2,0,2,2,2,796
E01018013,2,0,0,2,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,6,0,10,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,2,2,4,0,0,0,0,0,0,8,0,2,0,2,4,0,0,0,0,0,0,0,4,8,6,52,34,38,46,0,0,6,0,2,2,0,0,0,0,0,4,2,2,16,6,2,0,2,0,10,10,0,2,0,0,0,4,10,6,6,8,0,0,0,0,30,0,0,0,0,0,436
E01018014,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,8,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,18,2,86,92,64,58,4,8,6,2,0,10,0,0,2,0,6,0,0,0,8,8,2,2,4,0,10,12,2,2,0,2,0,2,0,4,8,4,2,4,2,2,22,0,0,0,0,0,534
E01018015,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,2,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,4,4,12,0,2,2,0,0,0,0,6,2,0,0,2,2,0,0,4,0,0,0,0,2,0,0,0,4,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,2,2,0,4,2,0,4,2,6,0,28,30,48,32,2,4,4,0,0,8,2,4,0,2,4,0,2,2,4,2,2,0,2,0,4,8,0,6,2,2,2,4,12,12,10,14,0,4,2,2,6,2,0,2,0,2,412
